2000-word review,abalone,common_ish,1,"",""
2000-word review,aberrant,common_ish,1,"",""
2000-word review,able,common_ish,1,"",""
2000-word review,absentia,common_ish,1,"",""
2000-word review,abuzz,common_ish,1,"",""
2000-word review,academia,common_ish,1,"",""
2000-word review,acceded,common_ish,1,"",""
2000-word review,accrue,common_ish,1,"",""
2000-word review,accuser,common_ish,1,"",""
2000-word review,accuser,common_ish,1,"",""
2000-word review,acrobatism,common_ish,1,"",""
2000-word review,acura,common_ish,1,"",""
2000-word review,ada,common_ish,1,"",""
2000-word review,adams,common_ish,1,"",""
2000-word review,adele,common_ish,1,"",""
2000-word review,adjustable,common_ish,1,"",""
2000-word review,admission,common_ish,1,"",""
2000-word review,admonish,common_ish,1,"",""
2000-word review,admonition,common_ish,1,"",""
2000-word review,adobe,common_ish,1,"",""
2000-word review,adopts,common_ish,1,"",""
2000-word review,adrift,common_ish,1,"",""
2000-word review,adt,common_ish,1,"",""
2000-word review,adventured,common_ish,1,"",""
2000-word review,aerodynamically,common_ish,1,"",""
2000-word review,afire,common_ish,1,"",""
2000-word review,afterdeck,common_ish,1,"",""
2000-word review,airplay,common_ish,1,"",""
2000-word review,alcan,common_ish,1,"",""
2000-word review,alerts,common_ish,1,"",""
2000-word review,allegiance,common_ish,1,"",""
2000-word review,alleles,common_ish,1,"",""
2000-word review,allness,common_ish,1,"",""
2000-word review,alright,common_ish,1,"",""
2000-word review,alrighty,common_ish,1,"",""
2000-word review,alumnus,common_ish,1,"",""
2000-word review,ambar,common_ish,1,"",""
2000-word review,amber,common_ish,1,"",""
2000-word review,ameba,common_ish,1,"",""
2000-word review,amnesiacs,common_ish,1,"",""
2000-word review,ampersand,common_ish,1,"",""
2000-word review,amphitheatres,common_ish,1,"",""
2000-word review,anaesthetic,common_ish,1,"",""
2000-word review,ankles,common_ish,1,"",""
2000-word review,annie,common_ish,1,"",""
2000-word review,anticenter,common_ish,1,"",""
2000-word review,antigravity,common_ish,1,"",""
2000-word review,antimissile,common_ish,1,"",""
2000-word review,antinationalism,common_ish,1,"",""
2000-word review,antinuclear,common_ish,1,"",""
2000-word review,antiquing,common_ish,1,"",""
2000-word review,anus,common_ish,1,"",""
2000-word review,anybody,common_ish,1,"",""
2000-word review,apache,common_ish,1,"",""
2000-word review,aphrodisiacs,common_ish,1,"",""
2000-word review,apostle,common_ish,1,"",""
2000-word review,apostolic,common_ish,1,"",""
2000-word review,appropriate,common_ish,1,"",""
2000-word review,apps,common_ish,1,"",""
2000-word review,arbitress,common_ish,1,"",""
2000-word review,arctic,common_ish,1,"",""
2000-word review,arses,common_ish,1,"",""
2000-word review,articles,common_ish,1,"",""
2000-word review,articulation,common_ish,1,"",""
2000-word review,ascribe,common_ish,1,"",""
2000-word review,ashes,common_ish,1,"",""
2000-word review,aspirates,common_ish,1,"",""
2000-word review,assumes,common_ish,1,"",""
2000-word review,asthmatic,common_ish,1,"",""
2000-word review,astronautical,common_ish,1,"",""
2000-word review,ataraxy,common_ish,1,"",""
2000-word review,ate,common_ish,1,"",""
2000-word review,atman,common_ish,1,"",""
2000-word review,attachment,common_ish,1,"",""
2000-word review,attributing,common_ish,1,"",""
2000-word review,attribution,common_ish,1,"",""
2000-word review,attribution,common_ish,1,"",""
2000-word review,attune,common_ish,1,"",""
2000-word review,australia,common_ish,1,"",""
2000-word review,avast,common_ish,1,"",""
2000-word review,away,common_ish,1,"",""
2000-word review,awork,common_ish,1,"",""
2000-word review,azalea,common_ish,1,"",""
2000-word review,bachelorette,common_ish,1,"",""
2000-word review,backfile,common_ish,1,"",""
2000-word review,backworm,common_ish,1,"",""
2000-word review,baggers,common_ish,1,"",""
2000-word review,bah,common_ish,1,"",""
2000-word review,balalaikas,common_ish,1,"",""
2000-word review,balsamic,common_ish,1,"",""
2000-word review,ban,common_ish,1,"",""
2000-word review,banality,common_ish,1,"",""
2000-word review,banked,common_ish,1,"",""
2000-word review,banners,common_ish,1,"",""
2000-word review,banshee,common_ish,1,"",""
2000-word review,bar,common_ish,1,"",""
2000-word review,barbacoa,common_ish,1,"",""
2000-word review,barca,common_ish,1,"",""
2000-word review,barreling,common_ish,1,"",""
2000-word review,barricaded,common_ish,1,"",""
